Department,Department Name,Division,Gender,Base Salary,2020 Overtime Pay,2020 Longevity Pay,Grade
DOT,Department of Transportation,Transit Silver Spring Ride On,F,49848.50,4471.97,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.50,2457.63,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,1772.12,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,54833.35,7661.88,0.00,17
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,5025.78,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.50,3099.46,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,5458.75,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,7825.02,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,15171.55,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.50,7040.54,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,4328.51,0.00,15
DOT,Department of Transportation,Highway Services,M,53049.28,14442.54,0.00,18
DOT,Department of Transportation,Highway Services,M,46645.27,2203.40,0.00,14
DOT,Department of Transportation,Highway Services,M,47851.63,5935.66,0.00,14
DOT,Department of Transportation,Highway Services,M,47851.63,6142.72,0.00,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,2008.19,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.50,4438.57,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,4925.72,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.50,4865.73,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,54833.34,15956.50,0.00,17
DOT,Department of Transportation,Transit Silver Spring Ride On,F,49848.50,7967.14,0.00,15
DOT,Department of Transportation,Highway Services,M,49848.50,5805.88,0.00,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,608.64,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,13168.98,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,63.72,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.50,743.36,0.00,15
DOT,Department of Transportation,Highway Services,M,47414.07,5327.01,0.00,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,13113.74,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,4538.40,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,41971.00,400.54,0.00,15
DOT,Department of Transportation,Transit Services Information Technology,M,99852.00,0.00,0.00,23
DOT,Department of Transportation,Highway Services,F,47851.35,7963.48,0.00,14
DOT,Department of Transportation,Transportation Management,M,52979.08,4585.49,0.00,19
DOT,Department of Transportation,Highway Services,M,48977.52,7286.07,0.00,15
DOT,Department of Transportation,Transportation Construction Section,F,99852.00,7119.64,0.00,23
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,1102.36,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,12913.44,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,11593.50,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.50,567.91,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.50,15253.17,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,3997.38,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,432.17,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,44960.49,1093.13,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,7824.55,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.74,317.29,0.00,15
DOT,Department of Transportation,Transit Safety and Instruction,M,58279.50,0.00,0.00,19
DOT,Department of Transportation,Transportation Property Acquisition Section,M,109761.00,0.00,0.00,25
DOT,Department of Transportation,Transit Safety and Instruction,M,60319.28,4581.85,0.00,19
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,49848.50,1240.24,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.50,6519.05,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,3039.48,0.00,15
DOT,Department of Transportation,Sign and Marking Shop,M,40289.00,464.91,0.00,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.02,11237.05,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,31.99,0.00,15
DOT,Department of Transportation,Transit Management Services,M,70953.02,0.00,0.00,16
DOT,Department of Transportation,Transit Nicholson Ride On,M,49848.50,9145.90,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,49848.50,22264.98,0.00,15
DOT,Department of Transportation,Parking Management,M,167345.00,0.00,0.00,M2
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,5414.38,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,54833.35,1367.06,0.00,17
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,7917.01,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,43439.99,10471.26,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,13911.95,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,49848.50,9504.98,0.00,15
DOT,Department of Transportation,Highway Services,M,45067.88,4859.22,0.00,14
DOT,Department of Transportation,Highway Services,M,45067.88,5493.03,0.00,14
DOT,Department of Transportation,Highway Services,M,47321.28,4419.51,0.00,15
DOT,Department of Transportation,Highway Services,M,45067.88,5200.50,0.00,14
DOT,Department of Transportation,Transit Safety and Instruction,M,77061.45,7280.61,0.00,19
DOT,Department of Transportation,Highway Services,M,46233.18,4984.80,0.00,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46534.10,8187.46,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,10271.14,0.00,15
DOT,Department of Transportation,Highway Administration,M,98638.66,1707.25,0.00,23
DOT,Department of Transportation,Highway Administration,M,63052.68,3569.61,0.00,19
DOT,Department of Transportation,Commuter Services,F,84767.60,0.00,0.00,21
DOT,Department of Transportation,Transit Silver Spring Ride On,F,48162.80,7953.78,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,48162.80,1473.19,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,7927.87,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,1697.88,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,2372.82,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,48162.80,0.00,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,3470.11,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,5898.84,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,13935.98,0.00,15
DOT,Department of Transportation,Highway Services,M,46233.18,6218.48,0.00,14
DOT,Department of Transportation,Transit Nicholson Ride On,M,48162.80,2777.44,0.00,15
DOT,Department of Transportation,Transit Safety and Instruction,M,79446.52,3494.96,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,2405.82,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,48162.80,5976.07,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,6508.06,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,79446.52,7069.00,0.00,21
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,3315.76,0.00,9
DOT,Department of Transportation,Transit Nicholson Ride On,M,48162.80,10814.85,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,48162.80,4368.75,0.00,15
DOT,Department of Transportation,Parking Management Engineering and Capital Project Management,M,134697.53,0.00,0.00,M3
DOT,Department of Transportation,Highway Services,M,50724.93,5540.87,0.00,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,44960.48,0.00,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,52979.08,12669.71,0.00,17
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,4745.90,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,48162.80,3504.84,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,10746.12,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,0.00,0.00,9
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,12313.57,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,48162.80,57.33,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,847.89,0.00,15
DOT,Department of Transportation,Parking Management Parking Operations,M,67814.08,0.00,0.00,18
DOT,Department of Transportation,Transportation Technical Center,M,43317.33,3282.53,0.00,14
DOT,Department of Transportation,Highway Services,M,45067.91,3867.88,0.00,14
DOT,Department of Transportation,Highway Services,M,91880.69,1354.99,0.00,23
DOT,Department of Transportation,Highway Services,M,48544.21,6377.23,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,43439.99,512.86,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,4606.30,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,3440.49,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,6479.78,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,7305.79,0.00,15
DOT,Department of Transportation,Highway Services,M,45067.91,5406.11,0.00,14
DOT,Department of Transportation,Highway Services,M,50855.29,4529.38,0.00,14
DOT,Department of Transportation,Highway Services,M,48544.21,6125.98,0.00,15
DOT,Department of Transportation,Highway Services,M,91880.69,795.14,0.00,23
DOT,Department of Transportation,Highway Services,M,44668.67,1336.91,0.00,14
DOT,Department of Transportation,Highway Services,M,45067.91,4638.11,0.00,14
DOT,Department of Transportation,Transit Services,F,75290.00,0.00,0.00,17
DOT,Department of Transportation,Highway Administration,F,121925.13,0.00,0.00,M3
DOT,Department of Transportation,Highway Services,M,45067.91,5310.23,0.00,14
DOT,Department of Transportation,Parking Management Parking Operations,F,40970.81,0.00,0.00,11
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,4644.30,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,5798.67,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,54251.26,5704.13,0.00,15
DOT,Department of Transportation,Highway Services,M,45067.91,3808.85,0.00,14
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,5329.00,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46534.10,566.92,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,4336.96,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,8681.40,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,48162.80,2529.69,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,48162.80,6108.78,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,F,48162.80,4634.37,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,48162.80,9793.99,0.00,15
DOT,Department of Transportation,Transportation Management,M,51187.11,6368.17,0.00,19
DOT,Department of Transportation,Transportation Technical Center,M,57351.93,7417.22,0.00,18
DOT,Department of Transportation,Transportation Technical Center,M,70584.15,11784.18,0.00,20
DOT,Department of Transportation,Highway Services,M,88331.95,1274.05,0.00,23
DOT,Department of Transportation,Transportation Technical Center,M,52416.68,12193.14,0.00,18
DOT,Department of Transportation,Transit Nicholson Ride On,M,44960.14,10829.54,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,44960.14,22258.39,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,44959.73,2738.67,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,F,46533.74,2330.53,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.74,1725.76,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,46533.74,5460.92,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,52.39,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,46533.74,12069.32,0.00,15
DOT,Department of Transportation,Director,M,208000.00,0.00,0.00,0
DOT,Department of Transportation,Traffic Engineering Studies Section,M,108109.42,0.00,0.00,28
DOT,Department of Transportation,Transit Silver Spring Ride On,F,68553.64,98.88,0.00,16
DOT,Department of Transportation,Highway Administration,M,17847.66,0.00,0.00,5
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,1237.67,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.74,3663.71,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,46533.74,3656.17,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,1256.01,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,2295.30,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.74,6605.68,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,1031.61,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.74,7534.10,0.00,9
DOT,Department of Transportation,Highway Services,M,43543.68,2990.68,0.00,14
DOT,Department of Transportation,Highway Services,M,49522.57,22428.84,0.00,18
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.74,13409.40,0.00,15
DOT,Department of Transportation,Director's Office,F,78902.00,0.00,0.00,18
DOT,Department of Transportation,Transit Silver Spring Ride On,F,46533.74,8773.76,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,895.30,0.00,15
DOT,Department of Transportation,Parking Management Administration,M,82975.30,0.00,0.00,23
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,41971.00,1427.29,0.00,15
DOT,Department of Transportation,Highway Services,M,43543.68,7929.38,0.00,14
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,44960.14,7262.94,0.00,15
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.74,6494.72,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,5757.24,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,F,44960.14,390.73,0.00,15
DOT,Department of Transportation,Transit Nicholson Ride On,M,46533.74,3386.75,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,4494.35,0.00,15
DOT,Department of Transportation,Transit Gaithersburg Ride On,M,46533.74,3703.52,0.00,15
DOT,Department of Transportation,Transit Management Services,F,99852.00,0.00,0.00,23
DOT,Department of Transportation,Transit Silver Spring Ride On,M,46533.40,4479.52,0.00,15
